X,Species,Order,Clade_old,Clade,Family
397,Monimiaceae_Hedycarya_arborea,Laurales,NA,,Monimiaceae
398,Monimiaceae_Hortonia_floribunda,Laurales,NA,,Monimiaceae
399,Monimiaceae_Peumus_boldus,Laurales,NA,,Monimiaceae
1653,Montiaceae_Claytonia_spp,Caryophyllales,NA,,Montiaceae
1652,Montiaceae_Phemeranthus_spinescens,Caryophyllales,NA,,Montiaceae
1424,Montiniaceae_Grevea_spp,Solanales,NA,,Montiniaceae
1422,Montiniaceae_Kaliphora_madagascariensis,Solanales,NA,,Montiniaceae
1423,Montiniaceae_Montinia_caryophyllacea,Solanales,NA,,Montiniaceae
1016,Moraceae_Ficus_spp,Rosales,NA,,Moraceae
1017,Moraceae_Morus_spp,Rosales,NA,,Moraceae
605,Moringaceae_Moringa_drouhardii,Brassicales,NA,,Moringaceae
604,Moringaceae_Moringa_oleifera,Brassicales,NA,,Moringaceae
613,Muntingiaceae_Dicraspidia_donellsmithii,Malvales,NA,,Muntingiaceae
614,Muntingiaceae_Muntingia_calabura,Malvales,NA,,Muntingiaceae
257,Musaceae_Ensete_ventricosum,Zingiberales,NA,,Musaceae
255,Musaceae_Musa_spp,Zingiberales,NA,,Musaceae
256,Musaceae_Musella_lasiocarpa,Zingiberales,NA,,Musaceae
1169,Myodocarpaceae_Delarbrea_michieana,Apiales,NA,,Myodocarpaceae
1168,Myodocarpaceae_Myodocarpus_spp,Apiales,NA,,Myodocarpaceae
997,Myricaceae_Canacomyrica_monticola,Fagales,NA,,Myricaceae
1000,Myricaceae_Comptonia_peregrina,Fagales,NA,,Myricaceae
999,Myricaceae_Morella_cerifera,Fagales,NA,,Myricaceae
998,Myricaceae_Myrica_spp,Fagales,NA,,Myricaceae
404,Myristicaceae_Mauloutchia_chapelieri,Magnoliales,NA,,Myristicaceae
403,Myristicaceae_Myristica_fragrans,Magnoliales,NA,,Myristicaceae
1787,Myrothamnaceae_Myrothamnus_flabellifolius,Gunnerales,NA,,Myrothamnaceae
1786,Myrothamnaceae_Myrothamnus_moschata,Gunnerales,NA,,Myrothamnaceae
518,Myrtaceae_Eucalyptus_spp,Myrtales,Myrtoideae,Myrtoideae,Myrtaceae
512,Myrtaceae_Heteropyxis_natalensis,Myrtales,Psiloxyloideae,Psiloxyloideae,Myrtaceae
515,Myrtaceae_Lophostemon_confertus,Myrtales,Myrtoideae,Myrtoideae,Myrtaceae
516,Myrtaceae_Metrosideros_spp,Myrtales,Myrtoideae,Myrtoideae,Myrtaceae
517,Myrtaceae_Myrtus_communis,Myrtales,Myrtoideae,Myrtoideae,Myrtaceae
513,Myrtaceae_Psiloxylon_mauritianum,Myrtales,Psiloxyloideae,Psiloxyloideae,Myrtaceae
514,Myrtaceae_Xanthostemon_spp,Myrtales,Myrtoideae,Myrtoideae,Myrtaceae
1763,Mystropetalaceae_Dactylanthus_taylorii,Santalales,NA,,Mystropetalaceae
1764,Mystropetalaceae_Hachettea_autrocaledonica,Santalales,NA,,Mystropetalaceae
1765,Mystropetalaceae_Mystropetalon_thomii,Santalales,NA,,Mystropetalaceae
1255,Namaceae_Eriodictyon_californicum,Boraginales,NA,,Namaceae
1256,Namaceae_Nama_demissum,Boraginales,NA,,Namaceae
75,Nartheciaceae_Aletris_spp,Dioscoreales,NA,,Nartheciaceae
76,Nartheciaceae_Metanarthecium_luteoviride,Dioscoreales,NA,,Nartheciaceae
1795,Nelumbonaceae_Nelumbo_lutea,Proteales,NA,,Nelumbonaceae
1794,Nelumbonaceae_Nelumbo_nucifera,Proteales,NA,,Nelumbonaceae
1574,Nepenthaceae_Nepenthes_alata,Caryophyllales,NA,,Nepenthaceae
1572,Nepenthaceae_Nepenthes_distillatoria,Caryophyllales,NA,,Nepenthaceae
1577,Nepenthaceae_Nepenthes_madagascariensis,Caryophyllales,NA,,Nepenthaceae
1575,Nepenthaceae_Nepenthes_mirabilis,Caryophyllales,NA,,Nepenthaceae
1573,Nepenthaceae_Nepenthes_pervillei,Caryophyllales,NA,,Nepenthaceae
1578,Nepenthaceae_Nepenthes_spp,Caryophyllales,NA,,Nepenthaceae
1576,Nepenthaceae_Nepenthes_viellardii,Caryophyllales,NA,,Nepenthaceae
606,Neuradaceae_Grielum_humifusum,Malvales,NA,,Neuradaceae
607,Neuradaceae_Neurada_procumbens,Malvales,NA,,Neuradaceae
608,Neuradaceae_Neuradopsis_austroafricana,Malvales,NA,,Neuradaceae
688,Nitrariaceae_Nitraria_spp,Sapindales,NA,,Nitrariaceae
689,Nitrariaceae_Peganum_harmala,Sapindales,NA,,Nitrariaceae
981,Nothofagaceae_Lophozonia_cunninghamii,Fagales,NA,,Nothofagaceae
982,Nothofagaceae_Nothofagus_spp,Fagales,NA,,Nothofagaceae
1632,Nyctaginaceae_Bougainvillea_spp,Caryophyllales,Bougainvilleeae,,Nyctaginaceae
1630,Nyctaginaceae_Caribea_litoralis,Caryophyllales,Caribeeae,,Nyctaginaceae
1631,Nyctaginaceae_Mirabilis_jalapa,Caryophyllales,Nyctagineae,,Nyctaginaceae
1627,Nyctaginaceae_Ramisia_brasiliensis,Caryophyllales,Leucastereae,,Nyctaginaceae
1628,Nyctaginaceae_Reichenbachia_hirsuta,Caryophyllales,Leucastereae,,Nyctaginaceae
1629,Nyctaginaceae_Salpianthus_arenarius,Caryophyllales,Boldoeae,,Nyctaginaceae
1840,Nymphaeaceae_Nuphar_spp,Nymphaeales,NA,,Nymphaeaceae
1837,Nymphaeaceae_Nymphaea_spp,Nymphaeales,NA,,Nymphaeaceae
NA,Nymphaeaceae_Barclaya_longifolia,Nymphaeales,NA,,Nymphaeaceae
1042,Nyssaceae_Camptotheca_acuminata,Cornales,NA,,Nyssaceae
1043,Nyssaceae_Diplopanax_stachyanthus,Cornales,NA,,Nyssaceae
1041,Nyssaceae_Nyssa_spp,Cornales,NA,,Nyssaceae
811,Ochnaceae_Cespedesia_spp,Malpighiales,Ochnoideae,Ochnoideae,Ochnaceae
809,Ochnaceae_Luxemburgia_spp,Malpighiales,Ochnoideae,Ochnoideae,Ochnaceae
806,Ochnaceae_Medusagyne_oppositifolia,Malpighiales,Medusagynoideae,Medusagynoideae,Ochnaceae
812,Ochnaceae_Ochna_spp,Malpighiales,Ochnoideae,Ochnoideae,Ochnaceae
807,Ochnaceae_Quiina_pteridophylla,Malpighiales,Quiinoideae,Quiinoideae,Ochnaceae
810,Ochnaceae_Sauvagesia_spp,Malpighiales,Ochnoideae,Ochnoideae,Ochnaceae
808,Ochnaceae_Touroulia_guianensis,Malpighiales,Quiinoideae,Quiinoideae,Ochnaceae
1767,Octoknemaceae_Octoknema_affinis,Santalales,NA,,Octoknemaceae
1766,Octoknemaceae_Octoknema_spp,Santalales,NA,,Octoknemaceae
1769,Olacaceae_Olax_spp,Santalales,NA,,Olacaceae
1768,Olacaceae_Ptychopetalum_petiolatum,Santalales,NA,,Olacaceae
1271,Oleaceae_Fontanesia_phillyreoides,Lamiales,NA,,Oleaceae
1270,Oleaceae_Forsythia_spp,Lamiales,NA,,Oleaceae
1269,Oleaceae_Jasminum_spp,Lamiales,NA,,Oleaceae
1272,Oleaceae_Nyctanthes_arbotristis,Lamiales,Myxopyreae,Myxopyreae,Oleaceae
1267,Oleaceae_Olea_europaea,Lamiales,Oleeae,Oleeae,Oleaceae
1268,Oleaceae_Syringa_vulgaris,Lamiales,Oleeae,Oleeae,Oleaceae
540,Onagraceae_Clarkia_xantiana,Myrtales,Onagroideae,,Onagraceae
541,Onagraceae_Fuchsia_spp,Myrtales,Onagroideae,,Onagraceae
538,Onagraceae_Ludwigia_spp,Myrtales,Jussiaeoideae,,Onagraceae
539,Onagraceae_Oenothera_spp,Myrtales,Onagroideae,,Onagraceae
1233,Oncothecaceae_Oncotheca_balaenseCarlquist15610,Icacinales,NA,,Oncothecaceae
1234,Oncothecaceae_Oncotheca_balansae,Icacinales,NA,,Oncothecaceae
1845,Ophioglossaceae_Ophioglossum_spp,Ophioglossales,_OUTGROUP,,Ophioglossaceae
1744,Opiliaceae_Lepionurus_sylvestris,Santalales,NA,,Opiliaceae
1743,Opiliaceae_Opilia_spp,Santalales,NA,,Opiliaceae
274,Orchidaceae_Apostasia_spp,Asparagales,Apostasioideae,Apostasioideae,Orchidaceae
287,Orchidaceae_Codonorchis_lessonii,Asparagales,Orchidoideae,Orchidoideae,Orchidaceae
279,Orchidaceae_Cypripedium_spp,Asparagales,Cypripedioideae,Cypripedioideae,Orchidaceae
285,Orchidaceae_Habenaria_spp,Asparagales,Orchidoideae,Orchidoideae,Orchidaceae
280,Orchidaceae_Listera_spp,Asparagales,Epidendroideae,Epidendroideae,Orchidaceae
275,Orchidaceae_Neuwiedia_spp,Asparagales,Apostasioideae,Apostasioideae,Orchidaceae
281,Orchidaceae_Oncidium_spp,Asparagales,Epidendroideae,Epidendroideae,Orchidaceae
286,Orchidaceae_Orchis_spp,Asparagales,Orchidoideae,Orchidoideae,Orchidaceae
278,Orchidaceae_Paphiopedilum_spp,Asparagales,Cypripedioideae,Cypripedioideae,Orchidaceae
282,Orchidaceae_Phalaenopsis_spp,Asparagales,Epidendroideae,Epidendroideae,Orchidaceae
276,Orchidaceae_Pogonia_spp,Asparagales,Vanilloideae,Vanilloideae,Orchidaceae
284,Orchidaceae_Sarcoglottis_spp,Asparagales,Orchidoideae,Orchidoideae,Orchidaceae
283,Orchidaceae_Spiranthes_spp,Asparagales,Orchidoideae,Orchidoideae,Orchidaceae
277,Orchidaceae_Vanilla_spp,Asparagales,Vanilloideae,Vanilloideae,Orchidaceae
1332,Orobanchaceae_Alectra_spp,Lamiales,Buchnereae,Buchnereae,Orobanchaceae
1334,Orobanchaceae_Brandisia_hancei,Lamiales,Brandisia,Brandisia,Orobanchaceae
1340,Orobanchaceae_Castilleja_spp,Lamiales,Pedicularidae,Pedicularidae,Orobanchaceae
1341,Orobanchaceae_Cymbaria_mongolica,Lamiales,Cymbarieae,Cymbarieae,Orobanchaceae
1335,Orobanchaceae_Epifagus_virginiana,Lamiales,Orobancheae,Orobancheae,Orobanchaceae
1331,Orobanchaceae_Hyobanche_atropurpurea,Lamiales,Buchnereae,Buchnereae,Orobanchaceae
1337,Orobanchaceae_Lathraea_spp,Lamiales,Rhinantheae,Rhinantheae,Orobanchaceae
1328,Orobanchaceae_Lindenbergia_philippensis,Lamiales,Lindenbergieae,Lindenbergieae,Orobanchaceae
1327,Orobanchaceae_Lindenbergia_spp,Lamiales,Lindenbergieae,Lindenbergieae,Orobanchaceae
1336,Orobanchaceae_Melampyrum_spp,Lamiales,Rhinantheae,Rhinantheae,Orobanchaceae
1333,Orobanchaceae_Orobanche_spp,Lamiales,Orobancheae,Orobancheae,Orobanchaceae
1339,Orobanchaceae_Pedicularis_spp,Lamiales,Pedicularidae,Pedicularidae,Orobanchaceae
1338,Orobanchaceae_Pterygiella_duclouxii,Lamiales,Rhinantheae,Rhinantheae,Orobanchaceae
1326,Orobanchaceae_Rehmannia_spp,Lamiales,Rehmannieae,Rehmannieae,Orobanchaceae
1342,Orobanchaceae_Schwalbea_americana,Lamiales,Cymbarieae,Cymbarieae,Orobanchaceae
1329,Orobanchaceae_Sopubia_spp,Lamiales,Buchnereae,Buchnereae,Orobanchaceae
1330,Orobanchaceae_Striga_spp,Lamiales,Buchnereae,Buchnereae,Orobanchaceae
1325,Orobanchaceae_Triaenophora_rupestris,Lamiales,Rehmannieae,Rehmannieae,Orobanchaceae
886,Oxalidaceae_Averrhoa_carambola,Oxalidales,NA,,Oxalidaceae
887,Oxalidaceae_Dapania_spp,Oxalidales,NA,,Oxalidaceae
888,Oxalidaceae_Oxalis_spp,Oxalidales,NA,,Oxalidaceae
473,Paeoniaceae_Paeonia_californica,Saxifragales,NA,,Paeoniaceae
475,Paeoniaceae_Paeonia_obovata,Saxifragales,NA,,Paeoniaceae
474,Paeoniaceae_Paeonia_suffruticosa,Saxifragales,NA,,Paeoniaceae
754,Pandaceae_Galearia_spp,Malpighiales,NA,,Pandaceae
752,Pandaceae_Microdesmis_spp,Malpighiales,NA,,Pandaceae
753,Pandaceae_Panda_oleosa,Malpighiales,NA,,Pandaceae
66,Pandanaceae_Pandanus_spp,Pandanales,NA,,Pandanaceae
67,Pandanaceae_Sararanga_sinuosa,Pandanales,NA,,Pandanaceae
1804,Papaveraceae_Dicentra_spp,Ranunculales,NA,,Papaveraceae
1806,Papaveraceae_Eschscholzia_californica,Ranunculales,NA,,Papaveraceae
1803,Papaveraceae_Hypecoum_imberbe,Ranunculales,NA,,Papaveraceae
1805,Papaveraceae_Pteridophyllum_racemosum,Ranunculales,NA,,Papaveraceae
1207,Paracryphiaceae_Paracryphia_alticola,Paracryphiales,NA,,Paracryphiaceae
1205,Paracryphiaceae_Quintinia_spp,Paracryphiales,NA,,Paracryphiaceae
1206,Paracryphiaceae_Sphenostemon_spp,Paracryphiales,NA,,Paracryphiaceae
771,Passifloraceae_Malesherbia_linearifolia,Malpighiales,Malesherbioideae,Malesherbioideae,Passifloraceae
773,Passifloraceae_Paropsia_madagascariensis,Malpighiales,Plassifloroideae,Plassifloroideae,Passifloraceae
774,Passifloraceae_Passiflora_spp,Malpighiales,Plassifloroideae,Plassifloroideae,Passifloraceae
772,Passifloraceae_Turnera_spp,Malpighiales,Turneroideae,Turneroideae,Passifloraceae
1324,Paulowniaceae_Paulownia_tomentosa,Lamiales,NA,,Paulowniaceae
1287,Pedaliaceae_Holubia_saccata,Lamiales,NA,,Pedaliaceae
1288,Pedaliaceae_Rogeria_longiflora,Lamiales,NA,,Pedaliaceae
1286,Pedaliaceae_Sesamum_indicum,Lamiales,NA,,Pedaliaceae
1289,Pedaliaceae_Uncarina_grandidieri,Lamiales,NA,,Pedaliaceae
1393,Peltantheraceae_Peltanthera_floribunda,Lamiales,NA,,Peltantheraceae
520,Penaeaceae_Olinia_spp,Myrtales,NA,,Penaeaceae
519,Penaeaceae_Penaea_acutifolia,Myrtales,NA,,Penaeaceae
521,Penaeaceae_Rhynchocalyx_lawsonioides,Myrtales,NA,,Penaeaceae
1130,Pennantiaceae_Pennantia_corymbosa,Apiales,NA,,Pennantiaceae
1131,Pennantiaceae_Pennantia_cunninghamii,Apiales,NA,,Pennantiaceae
568,Pentadiplandraceae_Pentadiplandra_brazzeana,Brassicales,NA,,Pentadiplandraceae
1129,Pentaphragmataceae_Pentaphragma_ellipiticum,Asterales,NA,,Pentaphragmataceae
1507,Pentaphylacaceae_Eurya_spp,Ericales,NA,,Pentaphylacaceae
1506,Pentaphylacaceae_Pentaphylax_euryoides,Ericales,NA,,Pentaphylacaceae
1508,Pentaphylacaceae_Ternstroemia_spp,Ericales,NA,,Pentaphylacaceae
480,Penthoraceae_Penthorum_chinense,Saxifragales,NA,,Penthoraceae
479,Penthoraceae_Penthorum_sedoides,Saxifragales,NA,,Penthoraceae
727,Peraceae_Clutia_spp,Malpighiales,NA,,Peraceae
728,Peraceae_Pera_bicolor,Malpighiales,NA,,Peraceae
729,Peraceae_Pogonophora_schomburgkiana,Malpighiales,NA,,Peraceae
456,Peridiscaceae_Medusandra_spp,Saxifragales,NA,,Peridiscaceae
454,Peridiscaceae_Peridiscus_lucidus,Saxifragales,NA,,Peridiscaceae
455,Peridiscaceae_Soyauxia_spp,Saxifragales,NA,,Peridiscaceae
665,Petenaceae_Petenaea_cordata,Huerteales,NA,,Petenaceae
368,Petermaniaceae_Petermannia_cirrosa,Liliales,NA,,Petermaniaceae
1638,Petiveriaceae_Gallesia_integrifolia,Caryophyllales,NA,,Petiveriaceae
1635,Petiveriaceae_Hilleria_latifolia,Caryophyllales,NA,,Petiveriaceae
1636,Petiveriaceae_Ledenbergia_spp,Caryophyllales,NA,,Petiveriaceae
1640,Petiveriaceae_Monococcus_echinophorus,Caryophyllales,NA,,Petiveriaceae
1639,Petiveriaceae_Petiveria_alliacea,Caryophyllales,NA,,Petiveriaceae
1637,Petiveriaceae_Rivina_humilis,Caryophyllales,NA,,Petiveriaceae
1633,Petiveriaceae_Seguieria_spp,Caryophyllales,NA,,Petiveriaceae
1634,Petiveriaceae_Trichostigma_spp,Caryophyllales,NA,,Petiveriaceae
61,Petrosaviaceae_Japonolirion_osense,Petrosaviales,NA,,Petrosaviaceae
62,Petrosaviaceae_Petrosavia_spp,Petrosaviales,NA,,Petrosaviaceae
1088,Phellinaceae_Phelline_billardieri,Asterales,NA,,Phellinaceae
1087,Phellinaceae_Phelline_comosa,Asterales,NA,,Phellinaceae
1086,Phellinaceae_Phelline_lucida,Asterales,NA,,Phellinaceae
356,Philesiaceae_Lapageria_rosea,Liliales,NA,,Philesiaceae
357,Philesiaceae_Philesia_spp,Liliales,NA,,Philesiaceae
225,Philydraceae_Philydrella_spp,Commelinales,NA,,Philydraceae
224,Philydraceae_Philydrum_lanuginosum,Commelinales,NA,,Philydraceae
1346,Phrymaceae_Mimulus_aurantiacus,Lamiales,NA,,Phrymaceae
1343,Phrymaceae_Mimulus_guttatus,Lamiales,NA,,Phrymaceae
1345,Phrymaceae_Mimulus_ringens,Lamiales,NA,,Phrymaceae
1344,Phrymaceae_Phryma_leptostachya,Lamiales,NA,,Phrymaceae
825,Phyllanthaceae_Aporusa_spp,Malpighiales,Antidesmatoideae,Antidesmatoideae,Phyllanthaceae
824,Phyllanthaceae_Bischofia_javanica,Malpighiales,Antidesmatoideae,Antidesmatoideae,Phyllanthaceae
821,Phyllanthaceae_Croizatia_brevipetiolata,Malpighiales,Phyllanthoideae,Phyllanthoideae,Phyllanthaceae
820,Phyllanthaceae_Heywoodia_lucens,Malpighiales,Phyllanthoideae,Phyllanthoideae,Phyllanthaceae
822,Phyllanthaceae_Lachnostylis_spp,Malpighiales,Phyllanthoideae,Phyllanthoideae,Phyllanthaceae
823,Phyllanthaceae_Phyllanthus_spp,Malpighiales,Phyllanthoideae,Phyllanthoideae,Phyllanthaceae
1229,Phyllonomaceae_Phyllonoma_laticuspis,Aquifoliales,NA,,Phyllonomaceae
1228,Phyllonomaceae_Phyllonoma_ruscifolia,Aquifoliales,NA,,Phyllonomaceae
1606,Physenaceae_Physena_madagascariensis,Caryophyllales,NA,,Physenaceae
1626,Phytolaccaceae_Agdestis_clematidea,Caryophyllales,Agdestidoideae,Agdestidoideae,Phytolaccaceae
1624,Phytolaccaceae_Phytolacca_americana,Caryophyllales,Phytolaccoideae,Phytolaccoideae,Phytolaccaceae
564,Picramniaceae_Alvaradoa_amorphoides,Pricramniales,NA,,Picramniaceae
563,Picramniaceae_Picramnia_spp,Pricramniales,NA,,Picramniaceae
813,Picrodendraceae_Androstachys_johnsonii,Malpighiales,Caletieae,,Picrodendraceae
817,Picrodendraceae_Austrobuxus_spp,Malpighiales,Caletieae,,Picrodendraceae
818,Picrodendraceae_Dissiliaria_muelleri,Malpighiales,Caletieae,,Picrodendraceae
816,Picrodendraceae_Micrantheum_hexandrum,Malpighiales,Caletieae,,Picrodendraceae
815,Picrodendraceae_Petalostigma_pubescens,Malpighiales,Caletieae,,Picrodendraceae
819,Picrodendraceae_Podocalyx_loranthoides,Malpighiales,Podocalyceae,,Picrodendraceae
814,Picrodendraceae_Tetracoccus_dioicus,Malpighiales,Caletieae,,Picrodendraceae
3,Pinaceae_Pinus_spp,Pinales,_OUTGROUP,,Pinaceae
432,Piperaceae_Manekia_spp,Piperales,Zyppelioideae,Zyppelioideae,Piperaceae
435,Piperaceae_Peperomia_spp,Piperales,Piperoideae,Piperoideae,Piperaceae
434,Piperaceae_Piper_spp,Piperales,Piperoideae,Piperoideae,Piperaceae
431,Piperaceae_Verhuellia_lunaria,Piperales,Verhuellioideae,Verhuellioideae,Piperaceae
433,Piperaceae_Zippelia_begoniifolia,Piperales,Zyppelioideae,Zyppelioideae,Piperaceae
1138,Pittosporaceae_Pittosporum_spp,Apiales,NA,,Pittosporaceae
1139,Pittosporaceae_Sollya_heterophylla,Apiales,NA,,Pittosporaceae
1383,Plantaginaceae_Angelonia_spp,Lamiales,Angelonieae,Angelonieae,Plantaginaceae
1381,Plantaginaceae_Antirrhinum_majus,Lamiales,Antirrhineae,Antirrhineae,Plantaginaceae
1382,Plantaginaceae_Gratiola_spp,Lamiales,Gratioleae,Gratioleae,Plantaginaceae
1380,Plantaginaceae_Plantago_spp,Lamiales,Plantagineae,Plantagineae,Plantaginaceae
1379,Plantaginaceae_Veronica_spp,Lamiales,Veroniceae,Veroniceae,Plantaginaceae
1802,Platanaceae_Platanus_occidentalis,Proteales,NA,,Platanaceae
1801,Platanaceae_Platanus_racemosa,Proteales,NA,,Platanaceae
1264,Plocospermataceae_Plocosperma_buxifolium,Lamiales,NA,,Plocospermataceae
1594,Plumbaginaceae_Aegialitis_annulata,Caryophyllales,NA,,Plumbaginaceae
1595,Plumbaginaceae_Limonium_spp,Caryophyllales,NA,,Plumbaginaceae
1593,Plumbaginaceae_Plumbago_spp,Caryophyllales,NA,,Plumbaginaceae
135,Poaceae_Anomochloa_marantoidea,Poales,Anomochloöideae,Anomochlooideae,Poaceae
149,Poaceae_Aristida_spp,Poales,Aristidoideae,Aristidoideae,Poaceae
157,Poaceae_Arundinaria_gigantea,Poales,Bambusoideae,Bambusoideae,Poaceae
156,Poaceae_Bambusa_spp,Poales,Bambusoideae,Bambusoideae,Poaceae
158,Poaceae_Brachyelytrum_spp,Poales,Poöideae,Pooideae,Poaceae
151,Poaceae_Centropodia_glauca,Poales,Centropodia,Centropodia,Poaceae
155,Poaceae_Chionochloa_spp,Poales,Danthonioideae,Danthonioideae,Poaceae
152,Poaceae_Chloris_spp,Poales,Chloridoideae,Chloridoideae,Poaceae
154,Poaceae_Danthonia_spp,Poales,Danthonioideae,Danthonioideae,Poaceae
146,Poaceae_Eriachne_spp,Poales,Micrairoideae,Micrairoideae,Poaceae
160,Poaceae_Hordeum_spp,Poales,Poöideae,Pooideae,Poaceae
145,Poaceae_Micraira_spp,Poales,Micrairoideae,Micrairoideae,Poaceae
148,Poaceae_Monachather_paradoxus,Poales,Arundinoideae,Arundinoideae,Poaceae
159,Poaceae_Nardus_stricta,Poales,Poöideae,Pooideae,Poaceae
153,Poaceae_Neyraudia_reynaudiana,Poales,Chloridoideae,Chloridoideae,Poaceae
163,Poaceae_Oryza_ssp,Poales,Oryzoideae,Ehrhartoideae,Poaceae
138,Poaceae_Pharus_lappulaceus,Poales,Pharoideae,Pharoideae,Poaceae
137,Poaceae_Pharus_latifolius,Poales,Pharoideae,Pharoideae,Poaceae
139,Poaceae_Pharus_parvifolius,Poales,Pharoideae,Pharoideae,Poaceae
147,Poaceae_Phragmites_australis,Poales,Arundinoideae,Arundinoideae,Poaceae
140,Poaceae_Puelia_ciliata,Poales,Puelioideae,Puelioideae,Poaceae
141,Poaceae_Puelia_olyriformis,Poales,Puelioideae,Puelioideae,Poaceae
162,Poaceae_Rhynchoryza_subulata,Poales,Oryzoideae,Ehrhartoideae,Poaceae
144,Poaceae_Saccharum_officinarum,Poales,Panicoideae,Panicoideae,Poaceae
150,Poaceae_Sartidia_dewinteri,Poales,Aristidoideae,Aristidoideae,Poaceae
136,Poaceae_Streptochaeta_spp,Poales,Anomochloöideae,Anomochlooideae,Poaceae
161,Poaceae_Streptogyna_americana,Poales,Streptogyna,Streptogyna,Poaceae
142,Poaceae_Thysanolaena_latifolia,Poales,Panicoideae,Panicoideae,Poaceae
143,Poaceae_Zea_mays,Poales,Panicoideae,Panicoideae,Poaceae
858,Podostemaceae_Dalzellia_zeylanica,Malpighiales,Tristichoideae,,Podostemaceae
856,Podostemaceae_Marathrum_spp,Malpighiales,Podostemoideae,,Podostemaceae
857,Podostemaceae_Podostemum_ceratophyllum,Malpighiales,Podostemoideae,,Podostemaceae
859,Podostemaceae_Tristicha_trifaria,Malpighiales,Tristichoideae,,Podostemaceae
855,Podostemaceae_Weddellina_squamulosa,Malpighiales,Weddellinoideae,,Podostemaceae
1496,Polemoniaceae_Acanthogilia_gloriosa,Ericales,Acanthogilioideae,,Polemoniaceae
1497,Polemoniaceae_Cobaea_scandens,Ericales,Cobaeoideae,,Polemoniaceae
1499,Polemoniaceae_Gilia_spp,Ericales,Polemonioideae,,Polemoniaceae
1498,Polemoniaceae_Phlox_spp,Ericales,Polemonioideae,,Polemoniaceae
1500,Polemoniaceae_Polemonium_spp,Ericales,Polemonioideae,,Polemoniaceae
910,Polygalaceae_Polygala_spp,Fabales,Polygaleae,Polygaleae,Polygalaceae
NA,Polygalaceae_Xanthophyllum_spp,Fabales,Xanthophylleae,Xanthophylleae,Polygalaceae
1597,Polygonaceae_Afrobrunnichia_erecta,Caryophyllales,Afrobrunnichia,Afrobrunnichia,Polygonaceae
1599,Polygonaceae_Brunnichia_ovata,Caryophyllales,Eriogonoideae,Eriogonoideae,Polygonaceae
1598,Polygonaceae_Coccoloba_uvifera,Caryophyllales,Eriogonoideae,Eriogonoideae,Polygonaceae
1600,Polygonaceae_Fagopyrum_spp,Caryophyllales,Polygonoideae,Polygonoideae,Polygonaceae
1601,Polygonaceae_Polygonum_spp,Caryophyllales,Polygonoideae,Polygonoideae,Polygonaceae
1596,Polygonaceae_Symmeria_paniculata,Caryophyllales,Symmerioideae,Symmerioideae,Polygonaceae
230,Pontederiaceae_Eichhornia_crassipes,Commelinales,NA,,Pontederiaceae
232,Pontederiaceae_Eichornia_meyeri,Commelinales,NA,,Pontederiaceae
233,Pontederiaceae_Heteranthera_limosa,Commelinales,NA,,Pontederiaceae
231,Pontederiaceae_Pontederia_cordata,Commelinales,NA,,Pontederiaceae
1666,Portulacaceae_Portulaca_grandiflora,Caryophyllales,NA,,Portulacaceae
1668,Portulacaceae_Portulaca_oleracea,Caryophyllales,NA,,Portulacaceae
1667,Portulacaceae_Portulaca_quadrifida,Caryophyllales,NA,,Portulacaceae
56,Posidoniaceae_Posidonia_australis,Alismatales,NA,,Posidoniaceae
57,Posidoniaceae_Posidonia_oceanica,Alismatales,NA,,Posidoniaceae
47,Potamogetonaceae_Potamogeton_spp,Alismatales,NA,,Potamogetonaceae
46,Potamogetonaceae_Zannichellia_palustris,Alismatales,NA,,Potamogetonaceae
1489,Primulaceae_Anagallis_spp,Ericales,Myrsinoideae,Myrsinoideae,Primulaceae
1493,Primulaceae_Androsace_spp,Ericales,Primuloideae,Primuloideae,Primulaceae
1494,Primulaceae_Clavija_spp,Ericales,Theophrastoideae,Theophrastoideae,Primulaceae
1490,Primulaceae_Coris_montpeliensis,Ericales,Myrsinoideae,Myrsinoideae,Primulaceae
1487,Primulaceae_Maesa_dependens,Ericales,Maesoideae,Maesoideae,Primulaceae
1484,Primulaceae_Maesa_indica,Ericales,Maesoideae,Maesoideae,Primulaceae
1485,Primulaceae_Maesa_japonica,Ericales,Maesoideae,Maesoideae,Primulaceae
1488,Primulaceae_Maesa_lanceolata,Ericales,Maesoideae,Maesoideae,Primulaceae
1480,Primulaceae_Maesa_myrsinoides,Ericales,Maesoideae,Maesoideae,Primulaceae
1482,Primulaceae_Maesa_perlaria,Ericales,Maesoideae,Maesoideae,Primulaceae
1481,Primulaceae_Maesa_permollis,Ericales,Maesoideae,Maesoideae,Primulaceae
1477,Primulaceae_Maesa_ramentaceae,Ericales,Maesoideae,Maesoideae,Primulaceae
1486,Primulaceae_Maesa_salicifolia,Ericales,Maesoideae,Maesoideae,Primulaceae
1483,Primulaceae_Maesa_sppBB0527,Ericales,Maesoideae,Maesoideae,Primulaceae
1476,Primulaceae_Maesa_sppSH2010,Ericales,Maesoideae,Maesoideae,Primulaceae
1478,Primulaceae_Maesa_tenera,Ericales,Maesoideae,Maesoideae,Primulaceae
1479,Primulaceae_Maesa_ternata,Ericales,Maesoideae,Maesoideae,Primulaceae
1492,Primulaceae_Primula_spp,Ericales,Primuloideae,Primuloideae,Primulaceae
